time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,place,horizontalError,depthError,magError,magNst,tipo sismicidad
1998-02-06T21:57:55.550Z,-28.865,-71.59,23.7,4.2,md,,,,,us,usp0008fk3,"64 km SW of Ovalle, Chile",,,,,1
1998-02-06T08:27:09.420Z,-28.865,-70.597,23.3,4,md,,,,,us,usp0008fhz,"41 km W of La Ligua, Chile",,,,,1
1998-02-06T06:37:13.740Z,-28.864,-71.566,57.6,5.5,mwc,,,,1.11,us,usp0008fhu,"64 km S of Tocopilla, Chile",,,,,1
1998-02-05T18:30:28.330Z,-28.863,-69.974,33,4.6,mb,,,,1.37,us,usp0008fgt,"133 km W of Copiapó, Chile",,,,1,1
1998-02-05T05:48:39.820Z,-28.862,-71.442,100,4.4,mb,,,,1.4,us,usp0008ffm,"70 km WNW of Diego de Almagro, Chile",,,,1,0
1998-02-05T03:53:36.130Z,-28.86,-69.583,33,4.4,mb,,,,1.44,us,usp0008fff,"151 km WSW of Taltal, Chile",,,,1,1
1998-02-03T02:12:13.200Z,-28.86,-69.509,125,4.3,md,,,,0.71,us,usp0008fbt,"100 km NE of Los Andes, Chile",,15,,,0
1998-02-02T02:12:16.080Z,-28.855,-71.718,96.3,4.7,mb,,,,1.19,us,usp0008fap,"64 km ESE of Copiapó, Chile",,,,11,0
1998-01-30T18:50:00.310Z,-28.853,-71.444,82.3,4.9,mb,,,,0.83,us,usp0008f7q,"37 km N of La Ligua, Chile",,4.9,,21,0
1998-01-30T18:10:07.730Z,-28.853,-70.794,30.5,4.2,md,,,,,us,usp0008f7p,"66 km SW of Ovalle, Chile",,,,,1
1998-01-30T12:16:08.690Z,-28.852,-71.375,42,7.1,mwc,,,,1.11,us,usp0008f7c,"34 km SSE of Antofagasta, Chile",,,,,1
1998-01-30T03:05:12.610Z,-28.849,-71.414,16.6,4.2,md,,,,,us,usp0008f6e,"Near the coast of Valparaiso, Chile",,,,,1
1998-01-29T21:34:39.030Z,-28.8487,-71.2732,24.7,4.1,md,,,,,us,usp0008f62,"31 km WNW of Hacienda La Calera, Chile",,,,,1
1998-01-29T11:33:35.040Z,-28.847,-70.577,45.9,4.2,mb,,,,0.79,us,usp0008f5b,"33 km WSW of Ovalle, Chile",,,,3,1
1998-01-29T03:38:47.340Z,-28.846,-71.672,48.8,4.5,mb,,,,1.09,us,usp0008f4e,"26 km SW of Ovalle, Chile",,,,6,1
1998-01-29T00:54:19.180Z,-28.845,-71.415,48.5,4,mb,,,,1.4,us,usp0008f4a,"88 km S of Pacocha, Peru",,15.8,,1,1
1998-01-28T19:19:47.650Z,-28.844,-71.422,33,4.8,mb,,,,1.09,us,usp0008f3x,"49 km E of Colbún, Chile",,,,7,1
1998-01-28T17:20:57.600Z,-28.842,-71.974,53,4,md,,,,,us,usp0008f3u,"62 km W of Ovalle, Chile",,,,,1
1998-01-28T04:41:57.020Z,-28.839,-69.619,51.4,4.2,md,,,,,us,usp0008f34,"62 km W of Ovalle, Chile",,,,,1
1998-01-27T16:07:07.300Z,-28.8382,-69.882,44.5,4,md,,,,,us,usp0008f20,"76 km SW of Ovalle, Chile",,,,,1
1998-01-24T03:23:13.520Z,-28.833,-70.639,138.9,4.1,md,,,,,us,usp0008ewd,"91 km WNW of Mendoza, Argentina",,,,,0
1998-01-24T00:21:14.780Z,-28.831,-71.38,43.7,4.5,md,,,,,us,usp0008ew4,"23 km WNW of Illapel, Chile",,,,,1
1998-01-23T22:12:54.300Z,-28.8307,-71.5391,25,4.2,md,,,,,us,usp0008evx,"83 km W of Ovalle, Chile",,,,,1
1998-01-23T22:06:46.660Z,-28.829,-71.473,15.3,4.2,md,,,,,us,usp0008evw,"60 km SW of Ovalle, Chile",,,,,1
1998-01-23T13:38:50.160Z,-28.8279,-71.6442,27.7,4,md,,,,,us,usp0008ev9,"68 km NW of Illapel, Chile",,,,,1
1998-01-23T05:13:07.940Z,-28.819,-71.402,26.9,4.1,md,,,,,us,usp0008eug,"79 km WSW of Illapel, Chile",,,,,1
1998-01-23T05:03:34.320Z,-28.819,-69.915,22.3,4,md,,,,,us,usp0008euf,"81 km WSW of Illapel, Chile",,,,,1
1998-01-22T06:08:18.380Z,-28.814,-71.442,4.3,4,md,,,,,us,usp0008esz,"46 km E of Puente Alto, Chile",,,,,1
1998-01-22T02:53:05.550Z,-28.8126,-71.6402,43.5,4.4,mb,,,,1.2,us,usp0008esm,"48 km NE of Antofagasta, Chile",,,,8,1
1998-01-21T11:44:58.510Z,-28.811,-71.286,33,4.2,mb,,,,1.01,us,usp0008erw,,,,,1,1
1998-01-20T12:20:55.290Z,-28.801,-71.451,14.2,4.2,md,,,,,us,usp0008eq3,"96 km WNW of Illapel, Chile",,,,,1
1998-01-20T07:51:34.830Z,-28.799,-69.928,30.9,4.1,md,,,,,us,usp0008epr,"57 km W of Illapel, Chile",,,,,1
1998-01-19T12:13:58.010Z,-28.798,-71.646,45,4.2,md,,,,,us,usp0008emy,"68 km WSW of Ovalle, Chile",,,,,1
1998-01-17T23:11:59.350Z,-28.794,-71.57,33,4.5,md,,,,0.81,us,usp0008ehv,"28 km W of Ovalle, Chile",,,,,1
1998-01-17T04:25:14.550Z,-28.7905,-71.6717,51,4.6,md,,,,,us,usp0008egj,"66 km SSW of Ovalle, Chile",,,,,1
1998-01-17T03:53:33.600Z,-28.79,-70.069,51.9,4,md,,,,,us,usp0008egf,"93 km WSW of Ovalle, Chile",,,,,1
1998-01-15T11:56:39.320Z,-28.786,-71.453,13.4,4.2,md,,,,,us,usp0008ed3,"60 km NW of La Ligua, Chile",,,,,1
1998-01-15T00:55:55.040Z,-28.782,-71.742,50.6,4,md,,,,,us,usp0008ec2,"49 km W of Ovalle, Chile",,,,,1
1998-01-14T22:13:17.440Z,-28.778,-69.734,50.7,4.1,md,,,,,us,usp0008ebq,"83 km WSW of Ovalle, Chile",,,,,1
1998-01-14T17:43:49.370Z,-28.777,-71.772,43.3,4,md,,,,,us,usp0008eb9,"95 km WSW of Ovalle, Chile",,,,,1
1998-01-14T17:03:12.350Z,-28.768,-72.341,50.9,4,md,,,,,us,usp0008eb5,"74 km WSW of Ovalle, Chile",,,,,1
1998-01-14T06:45:58.900Z,-28.7674,-71.1074,48.6,4.4,md,,,,,us,usp0008ea9,"95 km WSW of Ovalle, Chile",,,,,1
1998-01-14T04:02:12.540Z,-28.756,-71.4,46.7,4.1,md,,,,,us,usp0008e9z,"82 km WSW of Ovalle, Chile",,,,,1
1998-01-14T03:56:13.190Z,-28.752,-71.276,49,4.4,md,,,,,us,usp0008e9y,"66 km WSW of Ovalle, Chile",,,,,1
1998-01-13T23:46:38.740Z,-28.751,-70.58,46.6,4.4,md,,,,,us,usp0008e9p,"106 km WSW of Ovalle, Chile",,,,,1
1998-01-13T22:39:53.400Z,-28.7507,-71.4221,54.8,4.4,md,,,,,us,usp0008e9m,"98 km W of Ovalle, Chile",,,,,1
1998-01-13T19:01:34.950Z,-28.75,-70.37,51,4.2,md,,,,,us,usp0008e9b,"100 km WSW of Ovalle, Chile",,,,,1
1998-01-13T11:24:49.270Z,-28.7482,-71.5633,51.1,4,md,,,,,us,usp0008e8g,"97 km SW of Ovalle, Chile",,,,,1
1998-01-13T10:47:24.400Z,-28.748,-70.647,53,4.1,md,,,,,us,usp0008e8d,"102 km WSW of Ovalle, Chile",,,,,1
1998-01-13T07:14:22.530Z,-28.748,-69.895,33,4,md,,,,,us,usp0008e82,"99 km WSW of Ovalle, Chile",,,,,1
1998-01-13T07:03:24.850Z,-28.745,-70.302,99.4,5,mb,,,,1.12,us,usp0008e80,"90 km ESE of Copiapó, Chile",,,,23,0
1998-01-13T06:11:49.040Z,-28.7433,-71.7871,33,4.4,md,,,,,us,usp0008e7x,"93 km SW of Ovalle, Chile",,,,,1
1998-01-13T01:25:45.900Z,-28.743,-70.318,32.3,5.1,mb,,,,1.05,us,usp0008e7e,"75 km SW of Ovalle, Chile",,,,22,1
1998-01-13T00:13:11.340Z,-28.74,-71.419,45.1,4.1,md,,,,,us,usp0008e77,"92 km W of Ovalle, Chile",,,,,1
1998-01-12T19:05:23.950Z,-28.74,-71.342,49.5,4,md,,,,,us,usp0008e6u,"9 km WSW of Ovalle, Chile",,,,,1
1998-01-12T17:32:10.660Z,-28.7391,-71.6956,14.6,4,md,,,,,us,usp0008e6q,"98 km WNW of Illapel, Chile",,,,,1
1998-01-12T14:56:19.980Z,-28.738,-70.5,21.9,4,md,,,,,us,usp0008e6b,"88 km SW of Ovalle, Chile",,,,,1
1998-01-12T14:15:44.740Z,-28.736,-71.658,19.7,4.3,md,,,,,us,usp0008e67,"96 km WSW of Ovalle, Chile",,,,,1
1998-01-12T13:19:15.670Z,-28.736,-71.531,17.5,4,md,,,,,us,usp0008e62,"92 km WSW of Ovalle, Chile",,,,,1
1998-01-12T11:29:57.530Z,-28.735,-71.401,13,4.9,mb,,,,,us,usp0008e5u,"111 km WNW of Illapel, Chile",,,,3,1
1998-01-12T11:22:24.270Z,-28.7331,-71.121,33,4.3,md,,,,,us,usp0008e5t,"88 km WSW of Ovalle, Chile",,,,,1
1998-01-12T11:15:53.610Z,-28.732,-71.415,47,4.6,md,,,,0.63,us,usp0008e5s,"75 km SW of Ovalle, Chile",,9.5,,,1
1998-01-12T10:50:01.830Z,-28.7317,-70.8122,18,4.2,md,,,,,us,usp0008e5k,"43 km SSW of Ovalle, Chile",,,,,1
1998-01-12T10:14:07.630Z,-28.73,-71.293,34.8,6.6,mwc,,,,1.03,us,usp0008e5f,"47 km SSW of Ovalle, Chile",,,,,1
1998-01-12T04:12:06.170Z,-28.729,-71.563,53.2,5.6,mwc,,,,1.19,us,usp0008e4y,"69 km NE of Taltal, Chile",,,,,1
1998-01-12T00:25:30.120Z,-28.724,-71.433,50.7,4,md,,,,,us,usp0008e4k,"53 km WSW of Ovalle, Chile",,,,,1
1998-01-09T11:47:25.060Z,-28.722,-71.435,64.3,4.8,mb,,,,1.27,us,usp0008dzr,"41 km SSW of Ovalle, Chile",,,,3,0
1998-01-09T03:52:52.920Z,-28.722,-71.153,5,4.2,md,,,,,us,usp0008dz6,"57 km W of Ovalle, Chile",,,,,1
1998-01-08T16:12:11.760Z,-28.718,-71.241,24.3,4.2,md,,,,,us,usp0008dyc,"64 km NW of Illapel, Chile",,,,,1
1998-01-06T16:01:33.740Z,-28.716,-71.509,50,4.5,md,,,,,us,usp0008dv0,"49 km SW of Ovalle, Chile",,,,,1
1998-01-06T04:52:32.300Z,-28.7157,-70.3071,50,4.1,md,,,,,us,usp0008du2,"57 km SW of Ovalle, Chile",,,,,1
1998-01-03T03:08:09.490Z,-28.714,-69.782,100,4.4,mb,,,,1.14,us,usp0008dp1,"55 km E of Monte Patria, Chile",,,,2,0
1998-01-02T05:43:52.880Z,-28.712,-71.213,64.8,4.4,md,,,,1.11,us,usp0008dmb,"44 km SSW of Ovalle, Chile",,,,,0
1998-01-01T23:27:27.260Z,-28.711,-71.425,68.8,4.4,mb,,,,1.01,us,usp0008dkn,"24 km WNW of Illapel, Chile",,9.1,,4,0
1998-01-01T11:33:16.600Z,-28.711,-71.355,59.7,4.4,md,,,,1.18,us,usp0008djp,"45 km SW of Ovalle, Chile",,,,,1
1998-01-01T06:55:44.630Z,-28.7086,-70.5038,20,4.6,md,,,,0.87,us,usp0008dj7,"109 km WSW of Coquimbo, Chile",,,,,1
1997-12-26T15:35:04.550Z,-28.707,-71.014,100,4.1,md,,,,0.27,us,usp0008d8f,"19 km E of Los Andes, Chile",,17.9,,,0
1997-12-24T18:04:47.780Z,-28.7042,-71.549,20,4.2,md,,,,0.33,us,usp0008d4s,"54 km NW of Illapel, Chile",,,,,1
1997-12-19T12:52:52.500Z,-28.7035,-71.8854,10,4.1,md,,,,0.55,us,usp0008cxe,"41 km NNW of Valparaíso, Chile",,,,,1
1997-12-17T14:33:16.880Z,-28.703,-71.343,20,4.3,md,,,,0.54,us,usp0008ct3,"28 km WNW of Hacienda La Calera, Chile",,,,,1
1997-12-17T00:29:41.010Z,-28.7,-70.351,20,4.3,md,,,,0.37,us,usp0008cs3,"85 km WSW of San Antonio, Chile",,,,,1
1997-12-15T18:31:15.800Z,-28.691,-71.218,10,4,md,,,,0.55,us,usp0008cpz,"75 km WNW of La Ligua, Chile",,,,,1
1997-12-15T18:20:42.890Z,-28.689,-71.073,10,4.2,md,,,,0.31,us,usp0008cpy,"56 km WNW of La Ligua, Chile",,,,,1
1997-12-15T14:27:56.180Z,-28.683,-71.416,82.4,5,mb,,,,1.17,us,usp0008cpn,"120 km SE of Antofagasta, Chile",,,,20,0
1997-12-15T13:07:36.590Z,-28.682,-71.721,43.9,4.9,mb,,,,1,us,usp0008cpk,"52 km WNW of Santa Cruz, Chile",,,,19,1
1997-12-12T18:47:28.820Z,-28.682,-71.03,62.4,4.6,md,,,,1.36,us,usp0008chk,"50 km SW of Ovalle, Chile",,,,,0
1997-12-10T19:57:51.770Z,-28.681,-70.0481,33,4.3,md,,,,0.66,us,usp0008ce4,"64 km W of Ovalle, Chile",,,,,1
1997-12-10T15:45:48.370Z,-28.6809,-71.6277,40,4.5,md,,,,0.76,us,usp0008cdt,"53 km SW of Ovalle, Chile",,,,,1
1997-12-10T05:14:40.940Z,-28.68,-71.186,101.6,4.1,mb,,,,1.16,us,usp0008ccp,"40 km NE of Los Andes, Chile",,6.4,,2,0
1997-12-10T02:08:28.940Z,-28.678,-71.561,25,4.2,md,,,,0.53,us,usp0008cca,"57 km SW of Ovalle, Chile",,,,,1
1997-12-09T21:04:07.010Z,-28.678,-69.577,10,4.6,md,,,,0.31,us,usp0008cbv,"63 km NW of Illapel, Chile",,,,,1
1997-12-09T15:57:51.780Z,-28.677,-71.023,80,4.3,md,,,,1.03,us,usp0008cbg,"55 km WNW of Ovalle, Chile",,,,,0
1997-12-08T04:41:29.900Z,-28.6769,-71.4069,100,4.5,mb,,,,1.14,us,usp0008c88,"5 km E of Tocopilla, Chile",,,,1,0
1997-12-07T14:09:07.910Z,-28.671,-70.106,33,4,mb,,,,1.28,us,usp0008c6j,"72 km WNW of Vallenar, Chile",,,,1,1
1997-12-06T04:42:07.650Z,-28.667,-70.044,33,4.2,md,,,,0.99,us,usp0008c0n,"27 km N of La Serena, Chile",,,,,1
1997-12-06T01:21:55.190Z,-28.6662,-71.4742,33,4.9,mb,,,,1.4,us,usp0008bzp,"28 km W of Ovalle, Chile",,,,2,1
1997-12-05T23:47:41.630Z,-28.666,-71.345,20,4,md,,,,0.82,us,usp0008bz7,"63 km SW of Ovalle, Chile",,,,,1
1997-12-04T20:59:26.340Z,-28.665,-71.098,85.3,4.5,mb,,,,1.19,us,usp0008bru,"51 km NNW of Illapel, Chile",,11.2,,1,0
1997-12-04T01:20:12.080Z,-28.664,-71.65,20,4,md,,,,0.64,us,usp0008bqj,"62 km WSW of Ovalle, Chile",,,,,1
1997-11-30T12:52:14.140Z,-28.6631,-71.5658,10,4.3,md,,,,0.36,us,usp0008bj7,"32 km SE of Machalí, Chile",,,,,1
1997-11-30T06:19:15.810Z,-28.663,-71.623,10,4.3,md,,,,0.59,us,usp0008bhy,"57 km SW of Ovalle, Chile",,,,,1
1997-11-30T04:38:14.660Z,-28.654,-71.614,48.3,4.3,mb,,,,1.24,us,usp0008bhv,"28 km SW of Ovalle, Chile",,,,3,1
1997-11-29T01:41:22.030Z,-28.654,-71.245,61.1,4.6,mb,,,,1.19,us,usp0008bg6,"52 km SSW of Ovalle, Chile",,,,6,0
1997-11-25T21:47:45.340Z,-28.65,-70.807,33,4.3,md,,,,0.29,us,usp0008bb9,"70 km WSW of Ovalle, Chile",,,,,1
1997-11-25T12:13:38.240Z,-28.65,-69.652,33,4.5,mb,,,,0.74,us,usp0008bah,"20 km W of Ovalle, Chile",,,,1,1
1997-11-25T02:59:59.340Z,-28.648,-71.605,33,4.4,md,,,,0.48,us,usp0008b9t,"43 km W of Ovalle, Chile",,,,,1
1997-11-24T22:13:39.180Z,-28.647,-71.968,71,4,mb,,,,1.08,us,usp0008b9f,"55 km NNW of Taltal, Chile",,14.8,,2,0
1997-11-23T09:42:08.540Z,-28.6461,-71.6767,10,4,md,,,,0.39,us,usp0008b73,"64 km W of Ovalle, Chile",,,,,1
1997-11-22T22:49:38.270Z,-28.646,-71.694,24.7,4.4,mb,,,,1.21,us,usp0008b5y,"71 km WSW of Vallenar, Chile",,,,4,1
1997-11-22T13:41:08.390Z,-28.6451,-71.67,33,5.2,mb,,,,0.86,us,usp0008b4u,"67 km WSW of Vallenar, Chile",,,,27,1
1997-11-22T10:18:36.310Z,-28.644,-70.21,10,4.5,md,,,,1.07,us,usp0008b4d,"50 km W of Ovalle, Chile",,,,,1
1997-11-22T00:23:51.590Z,-28.6434,-70.0112,33,4,md,,,,0.38,us,usp0008b3n,"59 km WSW of Illapel, Chile",,,,,1
1997-11-21T06:35:16.890Z,-28.641,-71.891,5,4.2,md,,,,0.52,us,usp0008b2d,,,,,,1
1997-11-20T03:33:42.050Z,-28.64,-71.465,33,4.6,md,,,,0.8,us,usp0008b0g,"55 km WSW of Ovalle, Chile",,,,,1
1997-11-17T12:29:13.680Z,-28.639,-71.089,50,4.3,md,,,,0.39,us,usp0008aub,"62 km SSW of Ovalle, Chile",,,,,1
1997-11-16T08:34:14.400Z,-28.637,-72.224,33,4.2,md,,,,0.34,us,usp0008as2,"68 km WSW of Ovalle, Chile",,,,,1
1997-11-14T02:02:22.670Z,-28.637,-71.542,10,4,md,,,,0.42,us,usp0008amp,"70 km WNW of Illapel, Chile",,,,,1
1997-11-13T13:26:25.250Z,-28.633,-72.376,50,4.1,md,,,,0.67,us,usp0008akn,"37 km WSW of Coquimbo, Chile",,,,,1
1997-11-13T05:35:56.490Z,-28.632,-71.5959,33,4.1,md,,,,0.3,us,usp0008ak1,"63 km SW of Ovalle, Chile",,,,,1
1997-11-12T02:12:02.450Z,-28.631,-69.753,50,4,md,,,,0.35,us,usp0008ah5,"71 km W of Ovalle, Chile",,,,,1
1997-11-11T11:57:43.190Z,-28.629,-70.508,50,4.1,md,,,,0.58,us,usp0008afv,"45 km WNW of Coquimbo, Chile",,,,,1
1997-11-10T14:13:05.620Z,-28.627,-70.82,63.2,4.9,mb,,,,1.01,us,usp0008ae1,"41 km S of Ovalle, Chile",,,,7,0
1997-11-10T09:58:45.160Z,-28.624,-71.622,33,4.4,md,,,,0.49,us,usp0008adq,"60 km SSW of Ovalle, Chile",,,,,1
1997-11-10T03:47:14.110Z,-28.622,-69.55,50,4.1,md,,,,0.38,us,usp0008ad6,"69 km W of Ovalle, Chile",,,,,1
1997-11-09T20:23:40.540Z,-28.621,-71.281,28.3,5.3,mwc,,,,0.92,us,usp0008acg,"52 km W of Coquimbo, Chile",,,,,1
1997-11-09T06:51:30.190Z,-28.621,-71.276,50,4,md,,,,0.41,us,usp0008abe,"66 km W of Ovalle, Chile",,,,,1
1997-11-08T11:12:20.750Z,-28.619,-71.639,40,4.5,md,,,,1.19,us,usp0008a9h,"75 km W of Illapel, Chile",,,,,1
1997-11-06T02:43:35.360Z,-28.619,-71.105,55,4,md,,,,0.35,us,usp0008a5t,"65 km WSW of Ovalle, Chile",,,,,1
1997-11-05T16:26:15.880Z,-28.613,-71.131,50,4.3,md,,,,0.44,us,usp0008a4n,"82 km WNW of Ovalle, Chile",,,,,1
1997-11-05T05:33:29.520Z,-28.612,-69.79,45.1,4.3,mb,,,,1.07,us,usp0008a3r,"31 km WSW of Ovalle, Chile",,,,3,1
1997-11-04T19:49:22.350Z,-28.611,-72.156,50,4.2,mb,,,,0.95,us,usp0008a36,"30 km SW of Ovalle, Chile",,,,1,1
1997-11-04T18:59:14.170Z,-28.607,-71.035,51.7,4.7,mb,,,,1.14,us,usp0008a33,"30 km WSW of Ovalle, Chile",,,,6,1
1997-11-04T07:01:56.940Z,-28.606,-71.255,50,4.2,md,,,,0.41,us,usp0008a2a,"75 km W of Ovalle, Chile",,,,,1
1997-11-04T05:18:46.090Z,-28.605,-70.757,50,4.6,md,,,,1.15,us,usp0008a28,"47 km WSW of Ovalle, Chile",,,,,1
1997-11-04T03:57:03.700Z,-28.605,-70.191,50,4.3,md,,,,0.43,us,usp0008a24,"76 km W of Ovalle, Chile",,,,,1
1997-11-04T03:35:39.680Z,-28.603,-71.188,40,4.2,md,,,,0.25,us,usp0008a23,"61 km W of Ovalle, Chile",,,,,1
1997-11-03T21:05:33.070Z,-28.602,-69.874,46.3,4.5,mb,,,,1.11,us,usp0008a1h,"23 km SW of Ovalle, Chile",,,,4,1
1997-11-03T20:12:52.040Z,-28.598,-72.407,44.9,5.6,mb,,,,0.94,us,usp0008a1g,"22 km SW of Ovalle, Chile",,,,49,1
1997-11-03T19:17:33.810Z,-28.5959,-70.8183,45,6.2,mwb,,,,0.95,us,usp0008a1c,"16 km S of Ovalle, Chile",,,,,1
1997-11-03T02:13:33.820Z,-28.594,-71.101,33,4.3,mb,,,,1.28,us,usp00089zz,"63 km WNW of La Ligua, Chile",,,,1,1
1997-11-02T09:06:04.790Z,-28.59,-69.726,50,4.1,md,,,,0.34,us,usp00089xa,"70 km SW of Coquimbo, Chile",,,,,1
1997-11-02T04:25:00.480Z,-28.5841,-70.5223,54.9,4.6,mb,,,,1.04,us,usp00089wx,"24 km SSW of Ovalle, Chile",,,,6,1
1997-11-02T01:27:49.450Z,-28.575,-69.593,50,4.4,md,,,,1.39,us,usp00089wp,"40 km SW of Ovalle, Chile",,,,,1
1997-11-01T23:06:46.960Z,-28.574,-71.25,33,4.1,md,,,,0.75,us,usp00089wd,"68 km WSW of Valparaíso, Chile",,,,,1
1997-10-30T07:05:20.590Z,-28.57,-71.021,50,4.7,mb,,,,1.22,us,usp00089st,"28 km SSW of Ovalle, Chile",,,,11,1
1997-10-26T01:35:38.280Z,-28.568,-71.449,57.9,5.3,mwc,,,,1.04,us,usp00089m2,"11 km WNW of Diego de Almagro, Chile",,,,,1
1997-10-25T20:59:01.390Z,-28.568,-70.244,45.6,4.5,mb,,,,1.18,us,usp00089ky,"44 km NNW of La Ligua, Chile",,,,6,1
1997-10-24T20:23:43.520Z,-28.563,-69.707,33,4.7,mb,,,,0.85,us,usp00089jk,"25 km WSW of Coquimbo, Chile",,,,9,1
1997-10-22T06:26:47.300Z,-28.562,-70.776,50,4.6,mb,,,,1.45,us,usp00089eh,"48 km WSW of Illapel, Chile",,,,1,1
1997-10-22T04:32:24.190Z,-28.561,-70.878,50.8,4.7,mb,,,,1.04,us,usp00089eb,"38 km SW of Ovalle, Chile",,,,3,1
1997-10-21T14:29:16.530Z,-28.555,-72.447,68.3,4.6,mb,,,,0.9,us,usp00089dr,"40 km S of Ovalle, Chile",,,,9,0
1997-10-20T17:46:13.720Z,-28.554,-71.91,57.2,4.4,mb,,,,1.15,us,usp00089cn,"30 km SW of Ovalle, Chile",,,,2,1
1997-10-20T11:04:16.710Z,-28.554,-70.976,52.1,4.6,mb,,,,1.27,us,usp00089cd,"22 km SSW of Ovalle, Chile",,,,2,1
1997-10-20T03:31:08.550Z,-28.548,-72.461,45.2,5,mb,,,,1.11,us,usp00089bq,"18 km SW of Ovalle, Chile",,,,21,1
1997-10-19T12:03:03.530Z,-28.543,-71.203,80.2,4.9,mb,,,,0.99,us,usp00089aw,"42 km N of Antofagasta, Chile",,11.1,,22,0
1997-10-19T11:10:12.070Z,-28.541,-71.611,33,4.6,mb,,,,1.16,us,usp00089au,"60 km N of Taltal, Chile",,,,9,1
1997-10-19T10:12:28.090Z,-28.54,-71.799,160.7,4.9,mb,,,,1,us,usp00089aq,"66 km NNW of Barrancas, Argentina",,,,17,0
1997-10-18T21:05:41.610Z,-28.54,-69.624,33,4.7,mb,,,,1.19,us,usp000899r,"82 km WSW of Vallenar, Chile",,,,1,1
1997-10-18T10:58:44.580Z,-28.539,-71.404,100,4.6,mb,,,,1.07,us,usp000898v,"34 km S of Monte Patria, Chile",,,,13,0
1997-10-17T21:43:07.260Z,-28.537,-71.055,48.3,4.9,mb,,,,1.02,us,usp0008980,"24 km SSW of Ovalle, Chile",,,,11,1
1997-10-17T20:01:54.300Z,-28.536,-71.225,100,5,mb,,,,1.11,us,usp000897z,"17 km S of Monte Patria, Chile",,,,16,0
1997-10-17T16:35:31.640Z,-28.532,-71.244,59.5,4.7,mb,,,,0.99,us,usp000897q,"47 km SW of Ovalle, Chile",,,,11,1
1997-10-16T15:58:14.340Z,-28.529,-70.567,33,4.5,md,,,,0.43,us,usp0008969,"47 km WNW of Ovalle, Chile",,,,,1
1997-10-16T12:38:48.740Z,-28.5289,-71.4216,51,4.2,mb,,,,1.04,us,usp0008962,"31 km SW of Ovalle, Chile",,,,1,1
1997-10-16T05:10:50.480Z,-28.527,-70.505,63.3,4,mb,,,,1.05,us,usp000895n,"53 km SSW of Monte Patria, Chile",,,,2,0
1997-10-16T02:53:31.060Z,-28.524,-71.306,47.8,4.8,mb,,,,0.51,us,usp000895h,"42 km SSW of Ovalle, Chile",,,,1,1
1997-10-16T00:45:37.220Z,-28.519,-71.321,63.7,5.4,mb,,,,0.95,us,usp000895b,"36 km SSW of Monte Patria, Chile",,,,24,0
1997-10-15T21:52:36.640Z,-28.517,-70.751,54.9,4.3,mb,,,,0.79,us,usp0008951,"35 km SSW of Ovalle, Chile",,,,4,1
1997-10-15T17:26:02.280Z,-28.514,-69.738,50,4.5,mb,,,,0.86,us,usp000894j,"46 km WSW of Ovalle, Chile",,,,2,1
1997-10-15T14:50:33.620Z,-28.5135,-71.4562,60.6,4.5,mb,,,,1.02,us,usp0008949,"49 km SW of Monte Patria, Chile",,,,7,0
1997-10-15T14:44:52.820Z,-28.513,-71.888,50,4.3,md,,,,0.43,us,usp0008948,"58 km WSW of Ovalle, Chile",,,,,1
1997-10-15T14:30:03.000Z,-28.512,-71.483,71.4,4.1,mb,,,,0.83,us,usp0008946,"36 km SSW of Ovalle, Chile",,,,2,0
1997-10-15T12:11:06.270Z,-28.51,-70.829,50,4.5,md,,,,0.29,us,usp000893y,"62 km W of Ovalle, Chile",,,,,1
1997-10-15T09:39:35.510Z,-28.504,-70.103,69.9,4.8,mb,,,,0.85,us,usp000893j,"40 km SSW of Ovalle, Chile",,,,4,0
1997-10-15T07:03:58.880Z,-28.502,-70.48,50,4.4,mb,,,,1.19,us,usp000893b,"27 km S of Ovalle, Chile",,,,1,1
1997-10-15T06:43:53.100Z,-28.501,-70.306,50,4.5,md,,,,0.23,us,usp000893a,"68 km W of Ovalle, Chile",,,,,1
1997-10-15T05:13:05.360Z,-28.5,-71.221,50,4.3,md,,,,0.95,us,usp0008933,"39 km SSE of Monte Patria, Chile",,,,,1
1997-10-15T04:50:35.530Z,-28.499,-70.858,46.1,4.4,mb,,,,1.1,us,usp0008932,"19 km SSW of Ovalle, Chile",,,,3,1
1997-10-15T04:28:47.080Z,-28.497,-71.725,47.9,5.5,mb,,,,0.93,us,usp0008931,"23 km SSW of Ovalle, Chile",,,,44,1
1997-10-15T02:07:57.750Z,-28.495,-70.972,49.6,4.7,mb,,,,0.88,us,usp000892k,"12 km S of Ovalle, Chile",,,,4,1
1997-10-15T01:38:13.980Z,-28.494,-71.408,44.6,5.1,mb,,,,1.15,us,usp000892f,"14 km SSW of Ovalle, Chile",,,,1,1
1997-10-15T01:18:40.900Z,-28.4912,-71.236,48.8,5,mb,,,,1,us,usp000892d,"19 km S of Ovalle, Chile",,,,6,1
1997-10-15T01:03:33.460Z,-28.491,-70.498,58,7.1,mwc,,,,1.05,us,usp000892b,"36 km SW of Monte Patria, Chile",,,,,1
1997-10-12T10:50:14.770Z,-28.483,-70.455,33,4,md,,,,0.55,us,usp00088x6,"86 km WSW of Illapel, Chile",,,,,1
